Name,Link
"Simon Fraser University

                4 courses",/university/sfu
"Stanford Graduate School of Business

                4 courses",/university/sgsb
"Shri Lal Bahadur Shastri Rashtriya Sanskrit Vidyapeeth

                4 courses",/university/slbsrsvi
"School of Planning and Architecture New Delhi

                4 courses",/university/spai
"Téluq

                4 courses",/university/teluq
"Thunderbird School of Global Management

                4 courses",/university/thunderbird
"Universidad Blas Pascal

                4 courses",/university/ubp
"University of California, Riverside

                4 courses",/university/uc-riverside
"University for the Creative Arts

                4 courses",/university/uca-uk
"University of Central Florida

                4 courses",/university/ucf
"Universidad CEU Cardenal Herrera

                4 courses",/university/uchceu
"Universidad a Distancia de Madrid

                4 courses",/university/udima
"Universidade Federal do Rio Grande do Sul

                4 courses",/university/ufrgs
"Universitas Indonesia

                4 courses",/university/univ-indo
"Universidad Europea de Madrid

                4 courses",/university/univem
"University of Nevada, Las Vegas

                4 courses",/university/unlv
"University of West Florida

                4 courses",/university/uofwestflorida
"Universidad Politécnica de Cartagena

                4 courses",/university/upct
"Université Paris Ouest Nanterre la Défense

                4 courses",/university/upond
"Università della Svizzera italiana

                4 courses",/university/usi
"Universidad San Pablo CEU

                4 courses",/university/uspceu
"Utah State University

                4 courses",/university/usu
"University of Tasmania

                4 courses",/university/utas
"Universidad del Valle de Guatemala

                4 courses",/university/uvg
"University of Victoria

                4 courses",/university/uvic
"University of Valladolid

                4 courses",/university/valladolid
"University of Warsaw

                4 courses",/university/warsaw
"Western Governors University

                4 courses",/university/wgu
"Zigurat Global Institute of Technology

                4 courses",/university/zigurat
"Abadir - Accademia di Belle Arti

                3 courses",/university/abadir
"Anna University

                3 courses",/university/anna
"University Of Auckland

                3 courses",/university/auckland
"Dr. Babasaheb Ambedkar Open University

                3 courses",/university/baou
"Ben-Gurion University of the Negev

                3 courses",/university/ben-gurion
"Universidad El Bosque

                3 courses",/university/bosque
"Broward College

                3 courses",/university/broward
"California College of the Arts

                3 courses",/university/california-arts
"Cesar Ritz Colleges

                3 courses",/university/cesar-ritz
"City University of Hong Kong

                3 courses",/university/cityu-hk
"Clemson University

                3 courses",/university/clem
"Universidade da Coruña

                3 courses",/university/coruna
"Central University of Punjab

                3 courses",/university/cupi
"Dibrugarh University

                3 courses",/university/dibrugarhu
"Ducere Business School

                3 courses",/university/ducere
"East Tennessee State University

                3 courses",/university/etsu
"Universidade de Évora

                3 courses",/university/evora
"Govt. Degree College, Eidgah, Srinagar

                3 courses",/university/govt-degree-eidgah
"University of Haifa

                3 courses",/university/haifa
"Heidelberg University

                3 courses",/university/heidelberg
"Helmut Schmidt University

                3 courses",/university/hsu
"Indian Institute of Technology Gandhinagar

                3 courses",/university/iit-gandhinagar
"IIT (ISM) Dhanbad

                3 courses",/university/iitism-dhanbad
"Indian Statistical Institute

                3 courses",/university/isical
"Keiser University

                3 courses",/university/keiser
"University of Kerala

                3 courses",/university/kerala
"King Fahd University of Petroleum and Minerals

                3 courses",/university/kfupm-sa
"Kingston University London

                3 courses",/university/kingston
"College of Law

                3 courses",/university/law
"Leuphana Universität Lüneburg

                3 courses",/university/leuphana
"L.M.S Law College, Imphal Manipur

                3 courses",/university/lmsi
"LUISS

                3 courses",/university/luiss
"Manchester University

                3 courses",/university/manchester-edu
"Masaryk University

                3 courses",/university/masaryk
"Massey University

                3 courses",/university/massey
"Arts et Métiers ParisTech

                3 courses",/university/metiers-paristech
"Mae Fah Luang University

                3 courses",/university/mfu
"Montpellier SupAgro

                3 courses",/university/montpellier-supagro
"National Yang Ming Chiao Tung University (NCYU)

                3 courses",/university/ncyu
"National Film and Television School

                3 courses",/university/nfts
"Universidade NOVA de Lisboa

                3 courses",/university/nova
"Universidad ORT Uruguay

                3 courses",/university/orturuguay
"Osaka Institute of Technology

                3 courses",/university/osaka-institute
"Otemae University

                3 courses",/university/otemae
"Otis College of Art and Design

                3 courses",/university/otis
"Paris College of Art

                3 courses",/university/paris-college-of-art
"University of Pavia

                3 courses",/university/pavia
"Phuket Rajabhat University

                3 courses",/university/pkru
"Pondicherry University

                3 courses",/university/pondicherry
"University of Porto

                3 courses",/university/porto
"Paris School of Business

                3 courses",/university/psb
"PSL Research University

                3 courses",/university/psl-research
"Qatar University

                3 courses",/university/qu
"Rattana Bundit University

                3 courses",/university/rbac
"Université de La Réunion

                3 courses",/university/reunion
"Rajamangala University of Technology Lanna Tak

                3 courses",/university/rmutltak
"Saarland University

                3 courses",/university/saarland
"Universidad Católica San José

                3 courses",/university/sanjose
"Universidad de Santiago de Chile

                3 courses",/university/santiago-chile
"Scottsdale Community College

                3 courses",/university/scottsdalecc
"Smith School of Business

                3 courses",/university/smith-business
"Université de Strasbourg

                3 courses",/university/strasbourg
"University of Sunderland

                3 courses",/university/sunderland
"Suranaree University of Technology

                3 courses",/university/sunivt
"Universidad Tecnológica Nacional

                3 courses",/university/tecnologica-nacional
"University of Tennessee

                3 courses",/university/tennessee
"The Graduate Institute, Geneva

                3 courses",/university/tgi
"Thaksin University

                3 courses",/university/tsuniv
"UC Berkeley

                3 courses",/university/ucberkeley
"UCL Institute of Education

                3 courses",/university/uclioe
"University of Connecticut

                3 courses",/university/uconn
"University of Delaware

                3 courses",/university/udel
"Universitat de Girona

                3 courses",/university/udg
"Universidad Diego Portales

                3 courses",/university/udp-chile
"University of Massachusetts Amherst

                3 courses",/university/umass
"University of Maryland, Baltimore County

                3 courses",/university/umbc
"Universidad Nacional Abierta y a Distancia UNAD

                3 courses",/university/unad
"Université de Caen Normandie

                3 courses",/university/uncaen
"Università per Stranieri di Siena

                3 courses",/university/uni-stra-si
"Corporación Universitaria Minuto de Dios

                3 courses",/university/uniminuto
"Ca' Foscari University of Venice

                3 courses",/university/unive
"Université Côte d'Azur

                3 courses",/university/universite-cote-dazur
"University of Calcutta

                3 courses",/university/uocai
"University of Madras, Chennai

                3 courses",/university/uomci
"Uttarakhand Open University, Haldwani

                3 courses",/university/uoui
"University Paris-Est Créteil: UPEC

                3 courses",/university/upec
"Uppsala University

                3 courses",/university/uppsala
"Uttaradit Rajabhat University

                3 courses",/university/uru
"University of Saskatchewan

                3 courses",/university/usask
"Université de Senghor

                3 courses",/university/usenghor
"Universidad de San Martín de Porres

                3 courses",/university/usmp
"Université Sorbonne Paris Cité

                3 courses",/university/uspc
"University of Utah

                3 courses",/university/utah
"Utah Valley University

                3 courses",/university/uvu
"Visva-Bharati University

                3 courses",/university/visva-bharati
"Whitireia Community Polytechnic

                3 courses",/university/whitireia
"Worcester Polytechnic Institute

                3 courses",/university/wpi
"Universidad de Zaragoza

                3 courses",/university/zaragoza
"Universidade Aberta

                2 courses",/university/aberta
"American College of Education

                2 courses",/university/ace
"All India Institute of Medical Sciences, New Delhi

                2 courses",/university/aiimsndi
"University at Albany

                2 courses",/university/albany
"Universidad de Alicante

                2 courses",/university/alicante
"Universidad de Almería

                2 courses",/university/almeria
"American College of Brazilian Studies

                2 courses",/university/ambracollege
"American University

                2 courses",/university/american
"Austin Peay State University

                2 courses",/university/apsu
"Arab East Colleges for Graduate Studies

                2 courses",/university/arab-east
"Université d'Artois

                2 courses",/university/artois
"Athabasca University

                2 courses",/university/athabasca
"Universidad Autónoma de Guerrero

                2 courses",/university/autonomous-guerrero
"Bar-Ilan University

                2 courses",/university/bar-ilan
"Bowling Green State University

                2 courses",/university/bgsu
"Banaras Hindu University

                2 courses",/university/bhui
"Biola University

                2 courses",/university/biola
"Birkbeck, University of London

                2 courses",/university/birkbeck
"Blekinge Tekniske Hogskole

                2 courses",/university/bth
"Universidad Autónoma de Bucaramanga

                2 courses",/university/bucaramanga
"University of Burgos

                2 courses",/university/burgos
"Drexel University College of Computing & Informatics

                2 courses",/university/ccidrexel
"Chaudhary Devi Lal University

                2 courses",/university/cdlu
"Universidad de Celaya

                2 courses",/university/celaya
"Universidad CES

                2 courses",/university/ces
"Charles Sturt University

                2 courses",/university/charles-sturt
"Central Institute of Technology

                2 courses",/university/cit
"Université Clermont Auvergne

                2 courses",/university/clermont-auvergne
"Colgate University

                2 courses",/university/colgate
"University College Cork

                2 courses",/university/college-cork
"Central University of Kashmir

                2 courses",/university/cukai
"Central University of South Bihar

                2 courses",/university/cusb
"Dublin Institute of Technology

                2 courses",/university/dit
"Dhanamanjuri University

                2 courses",/university/dmuniversity
"Dhurakij Pundit University

                2 courses",/university/dpu
"Doon University, Dehradun

                2 courses",/university/dudi
"École Centrale de Lille

                2 courses",/university/ec-lille-fr
"East Carolina University

                2 courses",/university/ecu
"EMLYON Business School

                2 courses",/university/emlyon
"Fanshawe College

                2 courses",/university/fanshawec
"Friedrich–Alexander University Erlangen–Nürnberg

                2 courses",/university/fau
"Florida Institute of Technology

                2 courses",/university/fit
"Govt. College for Women

                2 courses",/university/gcw
"Guru Govind Singh Indraprastha University (GGSIPU), New Delhi

                2 courses",/university/ggsipui
"H.N.B Garhwal University (A Central University) Srinagar Garhwal

                2 courses",/university/gusgi
"Harbin Engineering University

                2 courses",/university/harbine
"Harvard Medical School

                2 courses",/university/harvard-medical
"Harvard Business School

                2 courses",/university/hbs
"Dr. Harisingh Gour University

                2 courses",/university/hgui
"University of the Arts The Hague

                2 courses",/university/hogeschoolderkunsten
"University of Hohenheim

                2 courses",/university/hohenheim
"Hosei University

                2 courses",/university/hosei
"Hunan University

                2 courses",/university/hunanu
"HZ University of Applied Sciences

                2 courses",/university/hz
"Universidad ICESI

                2 courses",/university/icesi
"Institut Catholique de Paris

                2 courses",/university/icp
"IEBS, Innovation & Entrepreneurship Business School

                2 courses",/university/iebs
"Indian Institute of Engineering Science And Technology, Shibpur

                2 courses",/university/iies-shibpur
"IILM Institute for Higher Education

                2 courses",/university/iilmi
"Indian Institute of Technology Indore

                2 courses",/university/iit-indore
"Universidad Tecnológica de Chile INACAP

                2 courses",/university/inacap
"Institut Teknologi Bandung

                2 courses",/university/inst-te-ba
"Université de Jendouba

                2 courses",/university/jendouba
"Johannes Gutenberg University Mainz

                2 courses",/university/jgum
"Jamia Millia Islamia

                2 courses",/university/jmii
"Universidad San Jorge

                2 courses",/university/jorge
"JSS Science and Technology University

                2 courses",/university/jss
"Kirkwood Community College

                2 courses",/university/kcc
"Karlsruhe Institute of Technology

                2 courses",/university/kit
"King Mongkut's University of Technology North Bangkok

                2 courses",/university/kmutnb
"Kurukshetra University

                2 courses",/university/kui
"London Business School

                2 courses",/university/lbs
"Fachhochschule Lübeck

                2 courses",/university/luebeck
"McHenry County College

                2 courses",/university/mcc
"Maharshi Dayanand University, Rohtak

                2 courses",/university/mdui
"Metropolitan Community College

                2 courses",/university/metropolitan-community-college
"Mahathma Gandhi College, Iritty

                2 courses",/university/mgcollege
"Maryland Institute College of Art

                2 courses",/university/mica
"MINES ParisTech

                2 courses",/university/mines-paristech
"Memorial University of Newfoundland

                2 courses",/university/mun
"Naropa University

                2 courses",/university/naropa
"University of Nebraska

                2 courses",/university/nebraska
"Nihon University

                2 courses",/university/nihon
"Nelson Marlborough Institute of Technology (NMIT)

                2 courses",/university/nmit
"New Mexico State University

                2 courses",/university/nmsu
"Universidad Nacional del Nordeste

                2 courses",/university/nordeste
"Northumbria University

                2 courses",/university/northumbria
"Norwich University of the Arts

                2 courses",/university/norwich-university-of-the-arts
"New York Institute of Technology

                2 courses",/university/nyit
"Osaka City University

                2 courses",/university/osaka-city
"University of Otago

                2 courses",/university/otago
"University of Ottawa

                2 courses",/university/ottawa
"Université de Paris

                2 courses",/university/paris
"Université Paris-Seine

                2 courses",/university/parisseine
"Providence College of Teacher Education for Women, Calicut

                2 courses",/university/pctei
"Université Pierre-Mendès-France

                2 courses",/university/pierre-mendes
"Universität Potsdam

                2 courses",/university/potsdam
"University of Pretoria

                2 courses",/university/pretoria
"Panjab University Chandigarh

                2 courses",/university/puci
"Queen Margaret University

                2 courses",/university/queen-margaret
"Rajapark Institute

                2 courses",/university/rajapark
"Royal College of Veterinary Surgeons

                2 courses",/university/rcvs
"Université de Rennes

                2 courses",/university/rennes
"Rikkyo University

                2 courses",/university/rikkyo
"Renton Technical College

                2 courses",/university/rtc
"Saskatchewan Polytechnic

                2 courses",/university/saskatchewan-polytechnic
"Saurashtra University

                2 courses",/university/saurashtra
"Shiga University

                2 courses",/university/shiga
"Shoreline Community College

                2 courses",/university/shoreline
"School Of Economics, DAVV

                2 courses",/university/soedavv
"Sophia University

                2 courses",/university/sophia
"Shri Ram College of Commerce

                2 courses",/university/srcc
"University of Stirling

                2 courses",/university/stirling
"TAFE NSW

                2 courses",/university/tafensw
"Tallinn University

                2 courses",/university/tallinn-university
"University of Tartu

                2 courses",/university/tartu
"Teachers College, Columbia University

                2 courses",/university/teachers-college
"Thomas Edison State University

                2 courses",/university/tesu
"Technische Hochschule Mittelhessen

                2 courses",/university/thm
"Tomsk Polytechnic University

                2 courses",/university/tomsk-polytechnic
"Université Toulouse III - Paul Sabatier

                2 courses",/university/toulouse-paul-sabatier
"Universitat Abat Oliba CEU

                2 courses",/university/uao
"University of Cincinnati

                2 courses",/university/uc
"University of California, Los Angeles

                2 courses",/university/ucla
"University of Central Lancashire (UCLan)

                2 courses",/university/uclan
"Universidad Castilla-La Mancha

                2 courses",/university/ucmancha
"Universidad del Desarrollo

                2 courses",/university/udd
"Université de Franche-Comté

                2 courses",/university/ufc
"Universidad Francisco Gavidia

                2 courses",/university/ufgavidia
"Université Lille

                2 courses",/university/ul1
"University of Massachusetts Boston

                2 courses",/university/umb
"Universidad de Ibagué

                2 courses",/university/unibague
"Universitas Padjadjaran

                2 courses",/university/univ-pad
"University of Bari Aldo Moro

                2 courses",/university/university-bari-aldo-moro
"University of Perugia

                2 courses",/university/university-of-perugia
"University of Nevada, Reno

                2 courses",/university/unr
"University of Mumbai

                2 courses",/university/uomi
"University of Technology, Sydney

                2 courses",/university/uot-sydney
"University of the Sunshine Coast

                2 courses",/university/usc
"Université de Versailles Saint-Quentin-en-Yvelines

                2 courses",/university/usvq
"University of Texas Health Science Center at Houston

                2 courses",/university/uth
"National Technological University – Buenos Aires Regional Faculty

                2 courses",/university/utn-ba
"Université de Valenciennes et du Hainaut-Cambrésis

                2 courses",/university/valenciennes
"VetAgro Sup

                2 courses",/university/vetagro
"VIA University

                2 courses",/university/via
"University of the West of England

                2 courses",/university/west-of-england
"University of Westminster

                2 courses",/university/westminster
"Wilkes University

                2 courses",/university/wilkes
"University of Wolverhampton

                2 courses",/university/wolverhampton
"Washington State University

                2 courses",/university/wsu
"Yuvaraja's College

                2 courses",/university/yuvaraja
"Aberystwyth University

                1 course",/university/aberystwyth
"Agrocampus Quest

                1 course",/university/agrocampus
"Al-Qasemi Academy

                1 course",/university/al-qasemi
"American University in Cairo

                1 course",/university/american-university-cairo
"Amrita Vishwa Vidyapeetham

                1 course",/university/amrita
"Amsterdam University of Applied Sciences

                1 course",/university/amsterdamuas
"Universidade Anhembi Morumbi

                1 course",/university/anhembi-morumbi
"American Public University

                1 course",/university/apus
"Corporación Universitaria de Asturias

                1 course",/university/asturias
"Audencia Nantes

                1 course",/university/audencia
"Assam University, Silchar

                1 course",/university/ausi
"Universidad Autónoma Metropolitana

                1 course",/university/autonoma-metropolitana
"Avans Hogeschool

                1 course",/university/avans
"Universidade de Aveiro

                1 course",/university/aveiro
"University of Baltimore

                1 course",/university/baltimore
"Banasthali Vidyapith

                1 course",/university/banasthali
"Baruch College

                1 course",/university/baruch
"Bay Path College

                1 course",/university/baypath
"Bengaluru Central University

                1 course",/university/bcui
"Beacon College

                1 course",/university/beacon
"Bellevue University

                1 course",/university/bellevue
"Berkeley College

                1 course",/university/berkeleycollege
"Berlin Career College

                1 course",/university/berlin-career
"Birzeit University

                1 course",/university/birzeit
"Bond University

                1 course",/university/bond
"Bordeaux Sciences Agro

                1 course",/university/bordeaux-agro
"Université Bordeaux Montaigne

                1 course",/university/bordeaux-montaigne
"Boston College

                1 course",/university/boston
"Bournemouth University

                1 course",/university/bournemouth
"Bhagat Phool Singh Mahila Vishwavidyalaya

                1 course",/university/bps-women
"Université Bretagne Sud

                1 course",/university/bretagne-sud
"Buriram Rajabhat University

                1 course",/university/bru
"Birmingham-Southern College

                1 course",/university/bsc
"BTI - Bethlehem Tertiary Institute

                1 course",/university/bti
"University of Buckingham

                1 course",/university/buckingham
"Bangkok University

                1 course",/university/buniv
"Bunka Gakuen

                1 course",/university/bunka
"University of Burdwan

                1 course",/university/burdwan
"Brigham Young University

                1 course",/university/byu
"University of Carthage

                1 course",/university/carthage
"Cascadia College

                1 course",/university/cascadia
"Universidad Católica de Valencia San Vicente Mártir

                1 course",/university/catolica-valencia
"Central Agricultural University

                1 course",/university/cau
"LDE Centre for Safety and Security

                1 course",/university/centre-for-safety-and-security
"University of Cergy-Pontoise

                1 course",/university/cergy-pontoise
"Chiba Institute of Technology

                1 course",/university/chiba-institute
"University of Chicago Booth School of Business

                1 course",/university/chicago-booth
"Chuo University Graduate School of Strategic Management

                1 course",/university/chuo
"Cluster University Srinagar

                1 course",/university/cluster
"Polytechnic Institute of Coimbra

                1 course",/university/coimbra
"Columbia Business School

                1 course",/university/columbia-business-school
"Universidad de Concepción

                1 course",/university/concepcion
"University of Concordia

                1 course",/university/concordia
"Conestoga College

                1 course",/university/conestoga
"Universidad Continental

                1 course",/university/continental
"Cornish College of the Arts

                1 course",/university/cornish
"Creighton University

                1 course",/university/creighton
"Criswell College

                1 course",/university/criswell
"Central University of Himachal Pradesh

                1 course",/university/cuhi
"City University of New York

                1 course",/university/cuny
"Central University of Haryana

                1 course",/university/cuoh
"Université Paris-Dauphine

                1 course",/university/dauphine
"Dallas Baptist University

                1 course",/university/dbu
"Dayalbagh Educational Institute

                1 course",/university/dei
"Del Mar College

                1 course",/university/delmar
"University of Denver

                1 course",/university/denver
"China Foreign Affairs University

                1 course",/university/diplomaticc
"Dominican University

                1 course",/university/dominican
"Drexel University

                1 course",/university/drexel-university
"Universidad Juárez del Estado de Durango

                1 course",/university/durango
"Ehime University

                1 course",/university/ehime
"Ecole hôtelière de Lausanne

                1 course",/university/ehl
"Ecole des Ingénieurs de la Ville de Paris

                1 course",/university/eivp
"Elgin Community College

                1 course",/university/elgin-community
"Elmhurst College

                1 course",/university/elmhurst
"Emily Carr University of Art + Design

                1 course",/university/emily-carr
"ENSAE ParisTech

                1 course",/university/ensae
"Ecole Nationale Supérieure d'Arts et Métiers

                1 course",/university/ensam
"Ecole Nationale Supérieure de Céramique Industrielle

                1 course",/university/ensci
"Dr. MGR Educational and Research Institute (Deemed to be University)

                1 course",/university/erii
"ESMT Berlin

                1 course",/university/esmt
"ESPCI Paris

                1 course",/university/espci
"University of Essex

                1 course",/university/essex
"Université Evry Val-d'Essonne

                1 course",/university/evry
"Yangling Vocational and Technical College

                1 course",/university/evtc
"Excelsior College

                1 course",/university/excelsior
"Fujian Agriculture and Forestry University

                1 course",/university/faf
"Farook College

                1 course",/university/farook
"Fachhochschule Münster

                1 course",/university/fh-munster
"Fort Hays State University

                1 course",/university/fhsu
"Flinders University

                1 course",/university/flinders
"University of Florence

                1 course",/university/florence
"Universidad Francisco de Vitoria

                1 course",/university/francisco-de-vitoria
"Search Results Universidad Francisco Gavidia

                1 course",/university/francisco-gavidia
"Frost School of Music

                1 course",/university/frost
"University of Miami, Frost School of Music

                1 course",/university/frost-music
"Universidade de Blumenau

                1 course",/university/furb
"Mahatma Gandhi Antarrashtriya Hindi Vishwavidyalaya

                1 course",/university/gandhi-antarrashtriya
"Gannon University

                1 course",/university/gannon
"Glasgow Caledonian University

                1 course",/university/gcu
"Guru Jambheshwar University of Science and Technology

                1 course",/university/gjust
"Gurukula Kangri University

                1 course",/university/gkv
"GLA University

                1 course",/university/gla
"George Mason University

                1 course",/university/gmu
"Gordon State College

                1 course",/university/gordon-state
"University of Guadalajara

                1 course",/university/guadalajara
"Guangzhou University

                1 course",/university/guangzhouu
"Guilin University of Technology

                1 course",/university/guilinuy
"Halmstad University

                1 course",/university/halmstad
"Hanze University of Applied Sciences

                1 course",/university/hanzeuniversity
"Homi Bhabha National Institute

                1 course",/university/hbni
"Hebei University of Technology

                1 course",/university/hebeiut
"Haute Ecole Charlemagne

                1 course",/university/hech
"Heliopolis University

                1 course",/university/heliopolis
"Hertie School of Governance

                1 course",/university/hertie-school
"Ningxia University

                1 course",/university/hingxiau
"The Hong Kong Academy for Performing Arts

                1 course",/university/hkapa
"Hokkaido University

                1 course",/university/hokkaido
"Holon Institute of Technology

                1 course",/university/holon
"Institute for Housing and Urban Development 

                1 course",/university/housing-and-urban-development
"Howard Hughes Medical Institute 

                1 course",/university/howard-hughes-medical-institute
"Lucerne University of Applied Sciences and Arts

                1 course",/university/hslu
"HTW Berlin - University of Applied Sciences

                1 course",/university/htw-berlin
"University of Huddersfield

                1 course",/university/huddersfield
"Hunter College

                1 course",/university/hunter
"International College of Management Sydney

                1 course",/university/icms
"Institute of Chemical Technology (ICT)

                1 course",/university/ict
"IE School of Architecture & Design

                1 course",/university/iearch
"Indira Gandhi National Tribal University

                1 course",/university/igntu
"International Institute for Industrial Environmental Economics 

                1 course",/university/iiiee
"Indian Institute of Management - Calcutta

                1 course",/university/iim-cal
"IISER Kolkata

                1 course",/university/iiser-kolkata
"Indian Institute of Science Education and Research, Tirupati

                1 course",/university/iiser-tirupati
"IISER TVM

                1 course",/university/iisertvm
"IIS (Deemed to be University), Jaipur

                1 course",/university/iisuniv
"Indian Institute Of Technology Bhubaneswar

                1 course",/university/iit-bhubaneswar
"Institute of Mathematical Sciences

                1 course",/university/imsc-chennai
"Institute of Education, University of London

                1 course",/university/ioe
"Institut polytechnique de Paris

                1 course",/university/ip-paris
"École d'ingénieurs à Toulon - ISEN

                1 course",/university/isen
"Universidad Israel

                1 course",/university/israel
"Instituto Tecnológico Autónomo de México

                1 course",/university/itadmexico
"Institut Teknologi Sepuluh Nopember

                1 course",/university/its-nop
"IUCAA

                1 course",/university/iucaa
"Jacobs University

                1 course",/university/jacobs
"IIT Jammu

                1 course",/university/jammu
"Johnson County Community College

                1 course",/university/jccc
"John Jay College of Criminal Justice

                1 course",/university/jjccj
"The John Marshall School

                1 course",/university/jmls
"Jogesh Chandra Chaudhuri Law College

                1 course",/university/jogesh-chaudhuri
"Jordan University of Science and Technology

                1 course",/university/just
"Kansas State University

                1 course",/university/k-state
"Univerzita Karlova

                1 course",/university/karlova
"King Abdullah University of Science and Technology (KAUST)

                1 course",/university/kaust
"Kennesaw State University

                1 course",/university/kennesaw
"King Faisal University

                1 course",/university/kfu-sa
"CAU (Christian-Albrechts-Universität zu Kiel)

                1 course",/university/kiel
"King Abdulaziz University

                1 course",/university/king-abdulaziz
"Krishna Kanta Handiqui State Open University

                1 course",/university/kkhsou
"KLC School of Design

                1 course",/university/klc-school-of-design
"Knox Grammar School

                1 course",/university/knox
"Kokushikan University

                1 course",/university/kokushikan
"Komazawa University

                1 course",/university/komazawa
"Kristu Jayanti College

                1 course",/university/kristu-jayanti
"Kerala School of Mathematics

                1 course",/university/ksom
"Karnataka State Open University Mukthagangotri

                1 course",/university/ksoum
"Kuwait University

                1 course",/university/kuwait
"La Trobe University

                1 course",/university/la-trobe
"College of Medicine - University of Lagos

                1 course",/university/lagos-medicine
"Lamar University

                1 course",/university/lamar
"Lanzhou University

                1 course",/university/lanzhouu
"Lebanese American University

                1 course",/university/lau
"Leiden University Medical Center

                1 course",/university/leidenmed
"Pôle Universitaire Léonard de Vinci

                1 course",/university/leonard-de-venci
"Linnaeus University

                1 course",/university/linneaus
"Liverpool School of Tropical Medicine

                1 course",/university/lstm
"Louisiana State University

                1 course",/university/lsu
"Universidade Lusófona

                1 course",/university/lusofona
"LUT University

                1 course",/university/lut
"Luther College at the University of Regina

                1 course",/university/luther-college
"Maastricht University

                1 course",/university/maastricht
"Maharaja Agrasen University

                1 course",/university/maharaja
"Maulana Abul Kalam Azad University of Technology

                1 course",/university/makaut
"Malmo University

                1 course",/university/malmo
"University of Mannheim

                1 course",/university/mannheim
"Mannheim Business School

                1 course",/university/mannheim-business
"Manouba University

                1 course",/university/manouba
"Le Mans Université

                1 course",/university/mans
"Marshall University

                1 course",/university/marshall
"Mar Baselios College of Engineering and Technology

                1 course",/university/mbcet
"Minneapolis College of Art and Design

                1 course",/university/mcad
"Massachusetts College of Liberal Arts

                1 course",/university/mcla
"Meiji University

                1 course",/university/meiji
"MES College of Engineering

                1 course",/university/mes
"Macquarie Graduate School of Management

                1 course",/university/mgsm
"Mahatma Gandhi University, Kerala

                1 course",/university/mgui
"MHMK Macromedia University for Media and Communication

                1 course",/university/mhmk
"Minami Kyushu University

                1 course",/university/minami-kyushu
"Instituto Federal de Minas Gerais

                1 course",/university/minas-gerais
"Missouri University of Science and Technology

                1 course",/university/missouri-st
"Mid Sweden University

                1 course",/university/miun
"University of Missouri

                1 course",/university/mizzou
"University Mohammed VI Polytechnic

                1 course",/university/mohammed
"Université de Mons

                1 course",/university/mons
"Montana State University

                1 course",/university/montana
"De Montfort University

                1 course",/university/montfort
"Morehouse College

                1 course",/university/morehouse
"Mt. San Jacinto College

                1 course",/university/msjc
"Middle Tennessee State University

                1 course",/university/mtsu
"Marquette University

                1 course",/university/mu
"Mykolaiv National Agrarian University

                1 course",/university/mykolaiv
"Nagoya University of Commerce and Business

                1 course",/university/nagoya
"Nambol Sanoi College

                1 course",/university/nambol-sanoi
"University of Namur

                1 course",/university/namur
"Nanchang University

                1 course",/university/nanchangu
"Edinburgh Napier University

                1 course",/university/napier
"National Cybersecurity Institute at Excelsior College

                1 course",/university/nationalcybersecurity
"National Institute of Technology, Calicut

                1 course",/university/nitc
"Northern Illinois University

                1 course",/university/niu
"Nizam College

                1 course",/university/nizam
"New Jersey Institute of Technology

                1 course",/university/njit
"National Law University Odisha

                1 course",/university/nlui
"Normandie Université

                1 course",/university/normandie
"Northpoint Bible College

                1 course",/university/northpoint
"North Seattle Community College

                1 course",/university/northseattle
"The Nossal Institute for Global Health

                1 course",/university/nossal
"Northwestern Polytechnical University

                1 course",/university/npolytechnicalu
"National Technical University of Athens

                1 course",/university/ntua
"Oakwood University

                1 course",/university/oakwood
"Ocean County College

                1 course",/university/ocean
"Oklahoma State University

                1 course",/university/oklahoma-state
"Oniris

                1 course",/university/oniris
"University of Orléans

                1 course",/university/orleans
"Académie d'Orléans-Tours

                1 course",/university/orleans-tours
"Instituto Universitario de Investigación Ortega y Gasset

                1 course",/university/ortega-gasset
"Universität Osnabrück

                1 course",/university/osnabrueck
"Otago Polytechnic

                1 course",/university/otago-polytechnic
"Otsuma Women's University

                1 course",/university/otsuma
"Oxford Brookes University

                1 course",/university/oxford-brookes
"Paine College

                1 course",/university/paine
"Université Paris Diderot

                1 course",/university/parisdiderot
"Portland Community College

                1 course",/university/pcc
"PES Degree College, Karnataka

                1 course",/university/pesdc
"Phichit Polytechnic College

                1 course",/university/phichit
"Philadelphia University

                1 course",/university/philau
"Pattani Community College

                1 course",/university/pncc
"Princess Nora bint Abdul Rahman University

                1 course",/university/pnu-sa
"Université de la Polynésie Française

                1 course",/university/polynesie
"Polytechnic West

                1 course",/university/polywest
"Pratt Institute

                1 course",/university/pratt
"Pt. Ravishankar Shukla University

                1 course",/university/prsu
"PSG College Of Technology

                1 course",/university/psgtech
"Université de Recherche Paris Sciences et Lettres

                1 course",/university/psl
"Principal, Thiagarajar College of Preceptors, Madurai

                1 course",/university/ptcpmi
"Universidad del Valle de Puebla

                1 course",/university/puebla
"Qatar Faculty of Islamic Studies

                1 course",/university/qfis-sa
"Qingdao University

                1 course",/university/qingdaou
"Queens College, CUNY

                1 course",/university/queens-cuny
"Quincy College

                1 course",/university/quincy-college
"Radboud University

                1 course",/university/radboud
"Ralston College

                1 course",/university/ralston
"Royal College of Art

                1 course",/university/rca
"Reutlingen University

                1 course",/university/reutlingen
